Name,review_text,review_summary,helpful_score,review_rating,word_net_score_review,word_net_score_summary,review_length,sentiment
Ageless: The Naked Truth About Bioidentical Hormones: Books: Suzanne Somers,"I really liked Suzanne Summers. I've read all her other books and have her tai chi exercise video. When I saw her on the Today show advertising this book I couldn't wait to get it.

			She promotes the Schwarzbein Principle which states that being a vegetarian is unhealthy. Suzanne has an entire chapter dedicated to someone named Wendy who after 10 years of being a vegetarian was convinced to start eating meat again! Just because Wendy's particular diet was unhealthy, that doesn't mean that all vegetarians are unhealthy. There are meat eaters that have unhealthy diets. Look at all the Hindus in India, they're lifetime vegetarians and are healthy. 

			I know that soy has been a controversial subject recently, but it's the pill form of soy that is questionable, soy it it's natural form is healthy for you. How can you say that soy is bad for you when millions of East Asians eat soy as part of their daily diet? I've read countless books and research that supports the benefits of soy.

			I eat a balanced vegetarian diet and get all the nutrients my body needs.  Just because one doctor doesn't believe that a vegetarian diet is healthy, doesn't make it a fact. Suzanne you've really gone too far to tell everyone to stop being a vegetarian. With that misinformation in your book, I have a hard time believing that anything else is true and fact.",Disappointed,40,1,21.75,-1,236,NEGATIVE
"Guns, Germs, and Steel: The Fates of Human Societies, New Edition: Books: Jared Diamond","I had to read Jared Diamond's Pulitzer prize winning book because of the rave reviews and acclaim. The thoughts that he introduces in the book are certainly interesting and he presents us with a new way to interpret history which is certainly important. However, there is much overkill in making points about the development of each civilization - crops are the major topic with little discussion on guns, germs (more than the other 2), and steel. Of course the arguement for this focus is that the domestication of crops is how civilizations develop guns, germs and steel. I enjoyed parts of the book considerably, but you would have to have a strong interest in horticulture and botany to truely appreciate the book. I guess I was spoiled by first reading his sequel to GGS, ""Collapse"" - a terrific read that should be of interest to everyone -it relates our industrialization to every aspect of the environment and show historically how this has shaped history. It has major rammifications for our situation on this earth right now. -RK","Crops, Crops and More Crops",50,2,27.75,0,177,NEGATIVE
The Memory Keeper's Daughter: Books: Kim Edwards,"When our book club selected this novel, I was enthusiastic ~ the premise appeared to leave so much room for the development of great characters and a great story.  However, after the first chapter or so, I kept waiting for the big ""wow"" factor...and it never came.  I found most of the characters unsympathetic and not very well-developed.  Like other readers, I finished it out of obligation, but never gleaned any enjoyment from reading it.","A Long, Depressing Journey",100,2,8.5,-2.25,78,NEGATIVE
"Skeleton Coast: A Novel of the Oregon Files: Books: Clive Cussler,Jack Du Brul","While I enjoy adventure stories for the casual reading they are and have read all of Cussler's, I was disturbed by a lot of the assumptions in this and other of his recent books.  This is transparently hawkish; an ultra-conservative defense of the questionable actions of the very furthest right of the political spectrum.  (One could even suspect it was commissioned or at least underwritten by these elements.)  It reflects the current culture that decrees all means justify the end - as long it benefits the right people.  Cussler's recent books portray that it's OKAY for Americans to go into other countries - with which we are not at war - and kill its citizens for some secret government agenda.  That it's OKAY for our US government to hire out ""black ops"" in secret because it's against our laws to do so openly.  Through the years, I've tolerated Cussler's blatant sexism, juvenile writing style, improbable exploits of cartoonish heroes.  However, he has veered into political territory that offends me but even more, terrifies me that it may be the truest part of his stories",Thanks but no thanks,0,2,8,-2.5,191,NEGATIVE
Adobe Photoshop CS2 One-On-One: Books: Deke McClelland,"Using this book and CD-ROM depends upon being able to download the customized settings, so that the reader's PhotoShop, for example, behaves the same way as the author's PhotoShop. However, my system repeatedly hung up on that section of the download from the CD-ROM. Furthermore, this author doesn't start at a ""dummies"" level by defining the terms that he uses throughout the lessons, so I had trouble following along. Overall, this wasn't much help for me in my quest to learn PhotoShop from a baseline of complete ignorance",Had trouble downloading the customized settings,50,2,5.5,-6.75,88,NEGATIVE
The Philosophy Gym: Books: Stephen Law,"Horribly disappointing.

			These manufactured dialogues are evidently Stephen Law's way of dealing with his personal problems with religion.

			For example, in one chapter Law manipulates his ""teaching"" by having God contradict the Bible (the assumption being God's the author) in a dialogue with a conservative religious person. Law even sarcastically concludes the chapter by saying this dialogue is only a dream, the real God would probably respond differently.

			Good idea for a book, ruined by the authors distorted logic. There are numerous ad hominen and circular reasoning errors.

			The title and premise fooled me into reading it.

			Mr. Law, how will you pay back the readers for wasting the time they invested in your philosphical rant against religion",Author just uses a book to take shots at Christianity,11,1,39,7,113,NEGATIVE
Predator (Kay Scarpetta Mysteries (Audio)): Books: Patricia Cornwell,"Huge disappointment. Trace wasn't that good either. Having read all Scarpetta's previous storiesbut I was hoping Trace would be only bad one. However, the downhill trend seems to continue. These two books are not the usual intelligent plots Cornwell is capable of writing. Save your money, don't buy it. I completely agree with all the reviews posted so far, so I won't go into the plot -or rather lack of a real plot -details",the worst of them all,100,1,23,-5.5,74,NEGATIVE
Something Borrowed: Books: Emily Giffin,"The book is manipulative and unrealistic. I felt the author was blatantly trying to persuade the reader to believe that infieldey, betrayal and lack of morals is acceptable if you have a self absorbed best friend.  Definitely one of the shallowest books I have ever read.  I bought the book as it was rated as a ""best seller"" , and I was stuck in an airport for hours on end. The entire plot is hideous as the ""burned best friend"" makes up reasons why it's accept able to betray her best friend. If I was not completely bored, I would have given up on the book after the first 20 pages.",Poor Content,0,1,21.75,-5,113,NEGATIVE
Minds of Billy Milligan: Books: Daniel Keyes,"My mother in-law was actually responsible for Billy Milligan while he was in the Athens State hospital in Ohio.  I've had a chance to read this book, and although very good, what my mother-in-law tells me is much, much different. 

			She cared for him during his entire stay there.  She said that he had more psychology and parapsychology books in his room than she could have ever imagined.  She also said that his IQ was off the charts.  She believes (and she has a doctorate in psychology) he only has FOUR distinct personalities.  Raven being one of them.  Billy had the abilitiy and knowledge to manipulate his condition, making it appear much more severe. 

			Of course, she can't write anything about this, because Billy's publicist made everyone caring for him sign a waiver saying they wouldn't.  Yes... Billy Milligan has a publicist. 

			He also was a millionaire (because he exploited his disease) and drove a corvette on the weekends they let him go home.... yep... they let Billy Milligan have weekends.

			This book is a very good interpretaion on what could possibly been going on in Billy's head.  However, after talking with someone who was actually there, and knew him well.... makes me second guess the validity of it",Is it true?,77,1,86.918,7.25,216,NEGATIVE
Underworld: A Novel: Books: Don DeLillo,"A very disappointing book, and again, makes me very wary of any item on a ""New York Times Best Seller List"" or any other list, and really any big name reviewer recommendation.

			This book has one 50 page chapter which is excellent - the recap of the Thompson ""Shot heard around the world"" homerun. If you are a baseball fan as I am, that (barely) made the book worthwhile. The other 700 pages are disjoint, incomprehensible, and really trivial. You come away thinking ""I really don't care bout this stuff"" - I don't care about the dynamics of trash, about J Edgar Hoover's bathroom habits, Klara Sax's artistic depression and annoying infatuations about roof tops, about characters that just don't have much depth to really care about. At the end, even potentially interesting characters like Albert (the one on the baseball quest) become hard to bear. The whole book in fact had the feel of going to a senior citizen home.

			I read this book, as perhaps others did, expecting a book about the mafia or about other figures in the underworld. What I got was a book with a good first chapter, some interesting tidbits here and there about how life used to be in the 50's (fear of nuclear weapons, duck and cover classroom exercies), and a lot of knowledge about the trash business. 

			The ""masterful"" epilogue, as other reviewers call it, really does no justice to a reader who has spent so much time toiling over Delillo's ragtag story telling. I am ok with stream of consciousness writing, or nonchronological chapters, or even random chapters, but the methods used in thsi book served no purpose other than to further make the reading difficult. 

			Was this book about how mundane our lives are versus the bigger things that occur around us? Or how each of us is on an individual quest? Or that the 50's-60's-70's-80's were just years of fear, and the 90's are years of greed? I am still unsure, I still don't think any of these themes came across well.

			Please - not pretending to be a sophisticate, intellectual, or professional critic - but this book is really not worth the time or effort. You can be staisfied by a number of other books, including the ""The Corrections"" by Franzen or ""The Cold Six Thousand"" by Ellroy  which cover a similar period or similar themes and do not make you so frustrated or disappointed at the end.

			Read the first chapter, then put the book down or you will be sorely disappointed and have wasted an awful lot of time.",K-Man's Book Reviews,20,1,85.418,0.25,431,NEGATIVE
"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing: Books: Christiane Md Northrup","Dr. Northrup provides women with practical information about their bodies, stages of life and medical procedures.  However, I was appalled by her bias against Western cultural heritage and Christianity.  Her views on those topics were extremely unbalanced, with no acknowledgement of their positive contributions to culture and women.  As a Catholic whose best teachers were strong-minded, compassionate religious sisters, I felt offended by her slur against nuns.  I am aware that not everyone feels the same way about their religious upbringing, but I would expect an academic to strive for some balance in their research.",Bias Was Off-Putting,58,2,6.5,-4,99,NEGATIVE
Not Buying It: My Year Without Shopping: Books: Judith Levine,"The whole concept of this book as well as the honesty of the undertaking: I'm not buying it. The author's effort is half-a**ed at best.
			Besides the musings and excessive self-praise, it is downright preachy.
			Their effort might pass as non-consumerism for New Yorkers, but would never pass in the rest of America.
			Don't buy it",disappointing,66,1,20.918,-1.5,53,NEGATIVE
Couples: Books: John Updike,"This book is the reason I've read only one John Updike novel. I was so disgusted by the people, the plot, and the very boring and unrelated technical passages that I never read another Updike. I thought the characters were completely unrealistic",I didn't like it.,22,1,6.75,5.25,42,NEGATIVE
Insomnia: Books: Stephen King,"I usually read Stephen King for his interesting ideas and imagery and expect his books to read fast and well. I've read three previous King books that have had the occasional long passages with overstated depictions of horror, doom, and grotesquery in order to immerse his readers into the tone of his story.  This one takes the cake because what is meant to read as terror and horror is really ridiculous and unimaginative. And this is exactly what ""Insomnia"" is. This isn't a spoiler, just the author's note: at the end of the book we read Sep. 10, 1990- Nov 10, 1993- three years in which King took to write this book.  Three years which were evidently wasted.

			The other King books I've read were engrossing for their characterizations and character identification.  ""Insomnia's"" Ralph Roberts is certainly a character the reader could identify with.  He is strong, kind, has traditional gentlemanly views on aiding women in distress and regards them as beautiful and respectable. His counterpart Lois Chasse doesn't come across as identifiable. Instead she serves as a  secondary character who has no real flair or identity other than being in love with Ralph. King doesn't usually do that with his secondary characters.  Other characters with much smaller roles in this book come across as real and identifiable, like Ed and Helen Deepenau, the three bald doctors, and Ralph's numerous confidantes.

			Then there's the whole abortion mess. This central political issue crumbles midway thru and seems to serve no purpose at all in the story. Though King does provide an interesting and seemingly objective commentary on the issue via Detective Leydecker (albeit with a tranparently pro-choice slant), it serves no relevance to the theme of the story but just hangs there on display used for no more than a story device.  

			I gave the book two stars because I am an inspiring writer and reading this provided me with some of the devices that are important to utilize as part of a writer's arsenal. The devices were obvious and all thru the reading I asked myself, 'How is King going to get through this?' His weapon of choice was most often Ralph Robert's narration (via third person) that analyzed the events of the story and interpreted its meaning and significance. It seemed whenever King was in trouble in the story, he would use Ralph as his solution and let him think it out and guide it for him. This is a useful tool for a beginning writer, but King used it as a crutch to tell a story that had no pulse from the beginning.

			One last thing, the villians just don't work. They are not frightening, they are not demonic, they are not vicious or malign. Three little bald doctors with scalpels and scissors? Their defining characteristics are being small and bald- does that really frighten anyone? The real villian among them dances around and jump ropes to reveal his evil madness. Then there's the Crimson King, the evil supernatural mastermind we read about from page 100 who finally enters the story on page 550 as a Catfish in one of the most terrible, anti-climactic scenes ever rendered.  I rest my case.","Sluggish, Uneventful, Corny and Borrrrring",100,2,24.082,-1.5,538,NEGATIVE
Adobe Camera Raw for Digital Photographers Only: Books: Rob Sheppard,"I bought the book on the basis of the reviews and on a quick read of a copy a friend owned.  It looks really good on the surface and does have a lot of useful information.

			One problem I found is that many of the example photos seem to be inserted only to increase the photo count.  Also, because of printing limitations, I find it very difficult to see the differences between before and after examples.

			I have edited this review to fix an error.  However, I can not figure out how to change my rating from 2 stars to 4 stars.  Consider this a 4 star review.",Slightly Disappointed - Review Edited,46,2,32,0,110,NEGATIVE
"True Confessions: A Novel: Books: John Gregory Dunne,George P. Pelecanos","This novel is set in the 40's, when Elizabeth Short (the Black Dahlia) was found murdered, her body cut in two. The characters revolve around the investigation of this incident, altnough her name is changed. The chapters go back and forth between the views of two brothers: one, an amoral cop, the other, a Catholic priest, Monsignor, businessman, whatever you want to call him.  Neither one is likable, the 40's cop jargon is incomprehensible, and the Catholic politics/building programs are boring.  However, the murder is solved and the end is neatly tied up with a bow.

			If old cop stories appeal to you, you might like this, but I'm sure you could find better.  Double Indemnity, for instance, is superior",A Let Down,13,2,22.276,-4.5,122,NEGATIVE
When Madeline Was Young: A Novel: Books: Jane Hamilton,"I have loved each and every one of Jane Hamilton's other novels and highly recommend them:  The Book of Ruth, A Map of the World, Short History of a Prince and Disobedience.  This book, sadly, does not rank among them.  It feels forced and uninteresting, with outlandish and unrecognizable characters and scenarios.  I've already paid for it, so I'll probably try to finish it, but don't waste your time or money.  Read another Hamilton instead","Agree with ""Lost in Translation""",0,1,-8,-5.25,80,NEGATIVE
Abnormal Psychology and Modern Life: Books: Robert C. Carson,This is a great book if you have the right teacher. The book is very informative yet if you have no back ground in abnormal psych you might want to make sure the teacher for your course is capable of explaining it to you. I also recomend that you make sure your copy has a CD rom. The study guide and website are great tools too. They help a lot,This is a great book...,100,2,30.552,3.5,70,NEGATIVE
"Life Laughs: The Naked Truth about Motherhood, Marriage, and Moving On: Books: Jenny McCarthy","this book was very disappointing. i LOVED her 1st two books. so when this book came out i was very excited. after reading it, i found it was rather dull and not very funny. there were very few parts that actually made me laugh, unlike her 1st two books",not as good as her 1st 2 books,66,2,-2.5,28.75,49,NEGATIVE
"Year of Wonders: Books: Geraldine Brooks,Josephine Bailey","I read exactly half the book and stopped.  Based on all the criticisms of the unlikely ending, that was a good decision.  As it is there went hours of my life I won't get back!  The book is silly and laughable.  The premise sounded great - but the book is bad.  Really bad",Don't waste your money,15,1,-2.25,-0.75,58,NEGATIVE
"Rich Dad's Prophecy: Why the Biggest Stock Market Crash in History Is Still Coming... and How You Can Prepare Yourself and Profit from It!: Books: Robert T. Kiyosaki,Sharon L. Lechter","Robert Kiyosaki's books are all the same thing re-packaged over and over again. This book could have been condensed into a couple of paragraphs and saved it's readers a lot of time. He writes in an arrogant, condescending manner that is hard to stomach. I would hate to have been his real dad. It's obvious that he despises him and worships at the alter of ""Rich Dad."" It's offensive and disturbing.
			Read the first review of this book and you'll have the essence of the whole thing. Don't give this guy any more money for putting out this drivel","Condescending, Redundant, Repetitive",50,1,-13.362,-1.25,98,NEGATIVE
"Managing Business Ethics: Straight Talk About How To Do It Right: Books: Linda K. Trevi&#241;o,Katherine A. Nelson",the author lives in a dream world and is not in touch with the business work environment of today.  Her advice is old-fashioned and out-of-date.  Many better textbooks on Ethics available,Not realistic,42,1,14.75,-1.75,33,NEGATIVE
Two-Dollar Bill (Stone Barrington Novels): Books: Stuart Woods,"I had this one figured out by the second chapter. Too predictable and shallow. Hopefully, the next Stone book will actually be worth reading",I love Stone Barrington books - but not this one.,25,2,0,7.5,24,NEGATIVE
"iCon Steve Jobs, the Greatest Second Act in the History of Business: Books: Jeffrey S. Young,Barton Biggs","A disappointing book about a fabulous story.  The book reads as if it was pasted together from press cuttings and, if you look at the chapter notes, this appears to be how it was researched.

			There are little irritants, such as referring to Steve Jobs as ""Steve"" as if he's a close friend, but the big problem is that it recounts a number of interesting incidents in Steve Jobs' career while missing the main story.  And what a fantastic story that is.  I hope that someone has written a decent account of Steve Jobs' life because I would like to read it.  

			One thing is certain: ""iCon"" sure ain't it.",A disappointing book about a fabulous story,57,1,14.276,-1,113,NEGATIVE
My Friend Leonard: Books: James Frey,"Even with the questionable veracity, I enjoyed Frey's first book, A Million Little Pieces, since it stayed true to an addict's experience.  Leonard, on the other hand, came off as pure fantasy, with very little substance.  Even the description of Frey's struggle was too contrived to be believable.  It was not even interesting as fiction.",Bad second act for Frey.,0,1,-3.5,-18.5,58,NEGATIVE
The Constitution of Liberty: Books: F. A. Hayek,"At the height of socialist popularism in England, cir. 1944,  George Orwell, a leading proponent of socialism, believing in its promises as did many,if not most of Eurpose's leading intellectuals and politicians, wrote a review of Hayek's famous book, ""The Road to Serfdom.""  Orwell wrote the review in the ""Observer,"" London April 9,1944.
			Hayek, mentions this fact as a footnote in chapter 17 of his classic book, ""The Constitution of Liberty"" published in 1960, as evidence of the disillusionment of socialist intellectuals, when they were confronted with the observation that individualism and socialism were mutually exclusive. Those same intellectuals had not accepted the proposition when advanced by Karl Mannheim in his book, ""Man and Society in an Age of Reconstrucion"" (1940).  Mannheim had been a long opponent of socialism, but Orwell had only been converted after being exposed to ""The Road to Serfdom.""  By 1960, when Orwell had become a world renowned author and staunch opponent of Big Brother doublespeak, Hayek recognized that the political proponents of socialsm which was dying as a political ideal, were now introducing the concept of the welfare state.  
			While virtually everyone alive today have been effected by Orwell's works and his prescient warnings about Big Brother, how many of us are aware of Hayek's infulence on him?  
			""The Constitution of Liberty"" provides its readers with an enormous wealth of knowledge, of which this one footnote is only a small example.  Each reader is bound to be effected in one way or another by the knowledge imparted to them, and this is one of the main lessons to be learned about ""liberty"" which requires the ""rule of Law"" to exist in today's society, but that Rule of Law must be understood.  The failure of today's inteligencia is to fail to fully comprehend the meaning of liberty and its necessity in a world full of confusion from the confrontation of competing civilizations.  
			Unfortunately, Hayek is no longer alive to help guide us through the new millenium.  Fortunately, he has left us a large volume of work, perhaps more relevant today than it was when written years ago.  While ""The Constitution of Liberty"" is voluminous in itself, it should be kept as a reference book.  Hayek's other works, ""The Road to Serfdom"" and his last published volume, ""Fatal Conceit-the Evils of Socialism"" published in 1980 is a magnificent continuation of Hayek's life long discertation on the evolution of mankind's growth from a tribal, familial society which did not require man to understand or protect Liberty, to a group of city-states that prospered because of the Liberties protected in Athens, but only moderately understood, so that such a great and wise philosopher as Aristotle would believe that freedom could only exist as far as a man could yell. 
			Hayek's understanding that Western Civilization has prospered from individualism, that it has grown and prospered from the freedom to travel, to trade, to exchnge property, material, real and intellectual.  He explains why man must be humble, that humans progress from trial and error, not from conceited belief that one way or another way is correct.  That to be free and liberated is to be free to make mistakes and government should exist to protect individuals'rights to make mistakes while they attempt to profit in their own ideals and beliefs.",Hayek--Orwell's Mentor,52,1,26.5,1,562,NEGATIVE
"Your Money or Your Life: Transforming Your Relationship with Money and Achieving Financial Independence: Books: Joe Dominguez,Vicki Robin","This has to be one of the most ridiculous books I have ever read. At one point the authors ask: if money equals security, wouldn't you feel safe walking through a major American city at midnight with a suitcase full of cash handcuffed to your wrist? If money really did equal security, you would! I stopped reading after that. 

			I will say, however, that this book cured me of all of my bad financial habits. I never want to be so bad off as to look to a book like this for advice again.",Awful,7,1,-21.5,-3,94,NEGATIVE
Impossible: Books: Danielle Steel,"if you have fond memories of ms steele, or no memory at all because you're new to her, please... don't read this book.

			liam looks like a child with his long blond hair; he acts up because no one can control him since that's what his parents tried to do to him; he sees any ""no"" as a slap in the face because once again, that's what his parents did to him.

			sasha looks like a cold woman with her pale skin and dark hair always pulled back; she is totally concerned about her reputation: ""but what will they think of me?"" and can't stand up for her needs; she refuses to lower her standards, but when liam leaves, she falls into a ""morbid depression"" and goes back to him.

			repeat for 300 pages... 

			""careless,"" ""self-indulgent,"" ""filler"" are three words i'd use to describe it",don't -- just don't.,100,1,-4.75,6.25,142,NEGATIVE
Lady Chatterley's Lover: Books: D. H. Lawrence,"I heard about this book growing up but didn't read it until just recently (a middle-aged adult) and I have to agree with so many other reviewers who feel its popularity largely stems from the time period in which it was written, i.e., it was SO SHOCKING AND DISGUSTING! Such filth! I mean, that's why I heard about the book when I was growing up. But as so many others have already pointed out, it is tame by today's standards. I also have to agree with another reviewer who wrote that the ""female protagonist is completely a male fantasy. The book's message is simply that men like women who are able to climax at the same time as their partners without any need for foreplay or other effort on the man's part..."" Now, you see, what struck me about Sir Clifford's situation, and Lady Chatterley's, for that matter, is if they really loved each other, his paralysis from the waist down wouldn't have had to put a stop to his supplying her with orgasms; there ARE other things that can be done, yes? In fact, quite possibly Connie would have had an orgasm for the first time! (Ahem, women readers will know what I mean.) But Clifford treated Connie poorly. With or without the lack of sex issue, I think she would have been emotionally open to an affair anyway. Which to me, just goes to show that a man wrote the book...a man totally out of touch with what really makes a woman tick.",SURVIVING ON THE RUMORS OF ITS SORDID REPUTATION,31,2,25.75,-4,255,NEGATIVE
"Shutter Island: A Novel: Books: Dennis Lehane,Strathairn David",I bought this book on a friend's recommendation.  If I had been in a book store and could have read a page or two I would have known immediately it was not the type of book I would read.  I'm sure it's wonderful for those who like it.  I passed it on to a friend,oops!,0,1,6.276,0,58,NEGATIVE
A Do Right Man: Books: Omar Tyree,"This story was about a young brother trying to make it in life.
			I have to admit that I was excited to read this book, and it let me down.  I didn't like how Bobby let Pearl walk all over him.  I don't think Bobby Dallas was portrayed as a ""Do Right Man"" at all, but rather a wimp.  During the first half of the book, I waited for him to get a back bone, which he never did.  From there on the whole story was slow. I was bored about continually reading about him and his radio job.   This was a slow read for me, I skipped a few chapters just so I could find out what finally happened in the end",This One Let Me Down,0,2,21,-2.75,128,NEGATIVE
Tropic of Cancer: Books: Henry Miller,This book is filthy.  I had to take a shower after I read it.  Why doesn't he get a job?  Why does he have to live in France? Why doesn't he save his money instead of investing it in alcohol and hookers?  So many questions.  People just think this book deserves a place on the same shelf as say James Michenier because it was banned.  It was banned because it's a bad book,Sex belongs in the bedroom NOT in the library!!!!!!!,7,1,-13.25,-0.75,79,NEGATIVE
"The 5th Horseman: Books: James Patterson,Maxine Paetro,Carolyn McCormick","I enjoyed the first 3 books of the Women's Murder Club. Didn't like too much the 4th (of July), but the 5th is just BAD ! What's the plot ? There is no plot ! 2 serial-killer stories try to share the pages of this not-such-a-page-turner, the 1st mystery (Car Girls) get solved mid-way throught the book and I bet plenty of readers won't remember it by the end of this painfull read... By trying to develop 2 stories, Patterson gets our interest for none. The most sad thing of all is that I used to like to Women's Murder Club members, but now they all seem so unreal, remote from anything actually likeable. And it's been the case since one of them died and another one joined the club, in the most stupid, artificial way really. Not much to save this book, it's even badly written. Don't know if Patterson thinks about writting a 6th, but don't count on me next time",This serie is getting worse each book...,100,2,-2.25,-1.276,163,NEGATIVE
"Your Home Library: The Complete System for Organizing, Locating, Referencing, and Maintaining Your Book Collection: Books: Kathie Coblentz","I bought this off of the New York Public Library website.  What an utter waste of $40.  The book that comes with the software is somewhat helpful, but honestly there is no new information to anyone who has been collecting books for a while.  The worst part is the ""software"" that you are supposed to use to catalog your books.  First of all, it is difficult to install--this is always a sign of a inferior product: no product that was properly QA'd would be released in such condition.  Second of all, the product is just a fancy version of a spreadsheet.  I could literally use Excel or MS Access to catalog my books just as well as this software.  You actually have to input EVERY piece of data associated with a book.  There is no excuse for anyone with an Internet connection to have to manually input book data.  I state again: it is very surprising that the New York Public Library would include this product in their stores.  It is a major, major rip off and there are far superior cataloging products out there.

			The product I finaly ended up using is one called Readerware (http://www.readerware.com/).  Readerware, for the same amount of money ($40), allows you to scan in the barcodes of your books--the software comes with its own CueCat scanner.  Then the software looks up the barcodes you entered, (using the Internet),  and updates each barcode with all the available info on the book. I scanned 800+ books in about 4-5 hours.  BTW, you can also use Readerware to scan in all of your DVDs and CDs, (you have to pay more to get the full version of Readware that supports books, DVDs, and CDs).

			Of course, you don't have to take my recommendation to buy ""Readerware"", but please don't waste your money on ""Your Home Library.",The NYPL should be ashamed of putting this product out,100,1,26.418,-6,321,NEGATIVE
Coach: Lessons on the Game of Life: Books: Michael Lewis,"I like the idea that Michael Lewis wrote this book/article to defend a man whose coaching techniques are clearly out of style in todays world of my child this and my child that. Having said that I did not like this book:

			1) the writing was chopping and hard to follow at times. i had to re-read many sentences to understand lewis' point. 

			2) the story lacked the depth of lewis' other wonderful books - where's the who/why/what that lewis used to moneyball (and others) educational - i wanted the story behind the story. 

			3) who were all the pictures of? i found them distracting... 

			i'll continue to read lewis' books bu thope the next one is bette",Good idea didn't translate into a book,33,1,6.75,30.25,117,NEGATIVE
"The Gourmet Cookbook: More Than 1000 Recipes: Books: Ruth Reichl,John Willoughby,Zanne Early Stewart","I bought this book with big aspirations of another ""Joy of Cooking"" with a little upscale to it. While I must say the design of the book is fabulous (I am a graphic designer and truly love the cookbook's design), the recipes leave much to pine for. I don't like that most of the ingredients are nothing I normally keep in the house and I am not likely to use often enough to warrant purchasing them. I have yet to actually cook a meal from it for this reason and I have owned the book for over a year. I will stick to ""Joy of Cooking"" for it is much more of a tool in the kitchen.",Less than expected...,80,2,21.25,-1.5,117,NEGATIVE
Outlaw Mountain: A Joanna Brady Mystery: Books: J.A. Jance,"Maybe it is me but this novel was about as exciting as watching the grass grow.  It is the first mystery novel that I have read by a female author and I hope that it is not representative of the gender.  But, by the reviews here, all by women, I can see that Jance writes to that crowd.  Her readers seem to like being taken down the aimless boring pass of relationship drible. If you want to spend 10 pages with the main character sitting and talking about nothing in her mothers house or on her friends porch talking about their health than this book is for you.  It is amazing that Jance can start great with the murder scene and then 200 pages later start uncovering her first clue, the insulin bottle.  Jance gives no indication that Oak Vista or the stranded stranger are even remotely related to the story. Do not start this book it is absolutely a total waste of time.  If you want a good mystery read Coben, Crais, Patterson or Michael Connely",One of the worst novels I have finished this year,11,1,44.75,-7,183,NEGATIVE
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It: Books: Al Gore,"Al Gore is making a good road to tell us the facts on Global Warming , but he is missing the fact that in 3-4 years we will have the New Ice Age coming and Billion of people on Earth will die and he is missing 40-60 % of the cause of the Global Warming. The book is good and bad. We can stop this Global Warming in one month. But we cant' do it untill we will expose the real cause of it. Think about: in one month we can stop it. Each month ( in the next 2 years )we will postpone the truth is just bad.
			The movie is good and bad.
			Is bad in 90% and good in 10%. He put enormous work in it , so many government agencies he is using for this ( mostly) But he is missing the main point.
			He will need to change that in the next movie and this is the main point. As a government employee he will never be able to tell the truth. is going to be all the time wixh wash....
			We will need to get this work from this stage and do it under an independent ( no government involvement) study.
			Adria",I will rate this 1 star and 5 stars-read more...,0,1,60.5,1.25,203,NEGATIVE
The 25 Sales Strategies That Will Boost Your Sales Today!: Books: Stephan Schiffman,"This book has a bad habit of being weak and juvenille.  Very weak and ordinary.
			G",The 25 Habits of Highly Successful Salespeople Has a Bad Habi,28,1,-26.5,-16.25,16,NEGATIVE
"Sniper on the Eastern Front: The Memoirs of Sepp Allerberger, Knight's Cross: Books: Geoffrey Brooks","I have read some memoirs of the 2nd WW from a German standpoint and this was not one of the better. Although very fascinating at times it was also oddly detached and some of the stories about his sniping seemed ""made up"". It sometimes read as a fiction novel where he was alittle too much superman to be belivable.
			I also found it very strange that he very seldomly refered to other members in the squad, i do recognise that sniping surely is lonesome work but still, it was like nobody left an impression or if he held back with intent.
			Another thing that is getting tiresome is that is always the russians that are the bad guys doing grizzly things, but he didnt stand for a minute to think what his own country had got himself involved in.
			Still a good read but these factors didnt allowed me to be gripped by the story as other memoirs have.",none of the better WW2 memoirs,14,2,35.25,10.5,156,NEGATIVE
The Kite Runner: Books: Khaled Hosseini,"The Kite Runner gets off to such a good start, with its blend of history, observations about daily life in Kaboul, and a compelling story of two boys growing up together. The second half goes badly astray, as the novel becomes more and more manipulative and sentimental. By the end of the book, the author is willing to put his characters through all sorts of hell just so he can follow up with a teary reconciliation. I wish an editor had convinced him to tighten it up, stay focused, and resist the urge to tug at the heartstrings with such a heavy hand","The first hundred pages really work, but then...",50,2,22.25,6.75,103,NEGATIVE
"The Opal Deception (Artemis Fowl, Book 4): Books: Eoin Colfer,Nathaniel Parker","I have read all of the Artimis Fowl Books and loved them until now

			I was disapointed with this one, and not found Artmis unusaly irritating, but felt the whole book was the lacking the charm and wit that had made the other three so good. 

			Truth be told I was younger when I read the first three, but still I can reread them and enjoy them (as I did after reading the fourth and being very disillusioned with the whole seris) so if you want my advice then I suggst you don't buy this book and let the magic of the first three live in peace",Maybe I'm justing getting older,100,2,49,2,106,NEGATIVE
